   2.39999988E-03   2.39528134E-03  0.998033941    
   4.79999976E-03   4.77373553E-03  0.994528294    
   7.19999988E-03   7.13661406E-03  0.991196394    
   9.59999952E-03   9.48333647E-03  0.987847626    
   1.19999992E-02   1.18134748E-02  0.984456301    
   1.43999998E-02   1.41320080E-02  0.981389463    
   1.67999994E-02   1.64366998E-02  0.978375018    
   1.91999990E-02   1.87286604E-02  0.975451112    
   2.15999987E-02   2.10074857E-02  0.972568870    
   2.39999983E-02   2.32738294E-02  0.969742954    
   2.63999980E-02   2.55287420E-02  0.966997862    
   2.87999995E-02   2.77725756E-02  0.964325547    
   3.11999992E-02   3.00039630E-02  0.961665511    
   3.35999988E-02   3.22264843E-02  0.959121585    
   3.59999985E-02   3.44399884E-02  0.956666410    
   3.83999981E-02   3.66440266E-02  0.954271555    
   4.07999977E-02   3.88458669E-02  0.952104628    
   4.31999974E-02   4.10380289E-02  0.949954450    
   4.55999970E-02   4.32220399E-02  0.947851837    
   4.79999967E-02   4.53991033E-02  0.945814729    
   5.03999963E-02   4.75671254E-02  0.943792224    
   5.27999960E-02   4.97244895E-02  0.941751778    
   5.51999956E-02   5.18805571E-02  0.939865232    
   5.75999990E-02   5.40339351E-02  0.938089192    
   5.99999987E-02   5.61801977E-02  0.936336637    
   6.23999983E-02   5.83178475E-02  0.934580922    
   6.47999942E-02   6.04516268E-02  0.932895541    
   6.71999976E-02   6.25800341E-02  0.931250513    
   6.95999935E-02   6.46985769E-02  0.929577351    
   7.19999969E-02   6.68099150E-02  0.927915514    
   7.43999928E-02   6.89176619E-02  0.926312745    
   7.67999962E-02   7.10208640E-02  0.924750865    
   7.91999996E-02   7.31180087E-02  0.923207164    
   8.15999955E-02   7.52065927E-02  0.921649456    
   8.39999989E-02   7.72918165E-02  0.920140684    
   8.63999948E-02   7.93725774E-02  0.918664157    
   8.87999982E-02   8.14539343E-02  0.917274058    
   9.11999941E-02   8.35326612E-02  0.915928364    
   9.35999975E-02   8.56022388E-02  0.914553881    
   9.59999934E-02   8.76740664E-02  0.913271606    
   9.83999968E-02   8.97424519E-02  0.912016809    
  0.100799993       9.18044820E-02  0.910758793    
  0.103199996       9.38705802E-02  0.909598708    
  0.105599992       9.59293693E-02  0.908422112    
  0.107999995       9.79884043E-02  0.907300055    
  0.110399991      0.100045323      0.906207740    
  0.112799995      0.102099590      0.905138254    
  0.115199998      0.104144178      0.904029369    
  0.117599994      0.106187262      0.902952969    
  0.119999997      0.108229198      0.901910007    
  0.122399993      0.110263355      0.900844455    
  0.124799997      0.112303816      0.899870336    
  0.127199993      0.114341117      0.898908198    
  0.129599988      0.116382934      0.898016572    
  0.131999999      0.118416369      0.897093713    
  0.134399995      0.120448604      0.896194994    
  0.136799991      0.122476071      0.895292997    
  0.139199987      0.124500975      0.894403636    
  0.141599998      0.126523241      0.893525720    
  0.143999994      0.128542036      0.892653048    
  0.146399990      0.130556315      0.891778171    
  0.148799986      0.132571504      0.890937626    
  0.151199996      0.134589329      0.890141070    
  0.153599992      0.136605263      0.889357209    
  0.155999988      0.138622597      0.888606429    
  0.158399999      0.140638351      0.887868404    
  0.160799995      0.142656639      0.887168169    
  0.163199991      0.144678086      0.886507928    
  0.165599987      0.146693558      0.885830760    
  0.167999998      0.148715883      0.885213614    
  0.170399994      0.150735065      0.884595513    
  0.172799990      0.152750432      0.883972466    
  0.175199986      0.154764861      0.883361161    
  0.177599996      0.156775951      0.882747471    
  0.179999992      0.158784330      0.882135212    
  0.182399988      0.160785824      0.881501257    
  0.184799984      0.162788376      0.880889535    
  0.187199995      0.164787710      0.880276263    
  0.189599991      0.166779980      0.879641294    
  0.191999987      0.168772295      0.879022419    
  0.194399998      0.170770645      0.878449857    
  0.196799994      0.172762111      0.877856255    
  0.199199989      0.174752161      0.877269924    
  0.201599985      0.176742867      0.876700819    
  0.203999996      0.178734824      0.876151145    
  0.206399992      0.180726349      0.875612199    
  0.208799988      0.182711869      0.875056922    
  0.211199984      0.184693187      0.874494314    
  0.213599995      0.186675593      0.873949409    
  0.215999991      0.188660666      0.873429060    
  0.218399987      0.190646201      0.872922242    
  0.220799983      0.192636549      0.872448206    
  0.223199993      0.194622949      0.871966660    
  0.225599989      0.196604639      0.871474504    
  0.227999985      0.198588595      0.871002674    
  0.230399996      0.200573951      0.870546699    
  0.232799992      0.202556640      0.870088696    
  0.235199988      0.204537153      0.869630814    
  0.237599984      0.206518352      0.869185030    
  0.239999995      0.208505481      0.868772864    
  0.242399991      0.210491002      0.868362248    
  0.244799986      0.212476939      0.867961407    
  0.247199982      0.214462385      0.867566347    
  0.249599993      0.216444165      0.867164135    
  0.251999974      0.218428716      0.866780698    
  0.254399985      0.220411509      0.866397500    
  0.256799996      0.222399637      0.866042197    
  0.259199977      0.224385008      0.865682960    
  0.261599988      0.226373360      0.865341604    
  0.263999999      0.228358641      0.864994884    
  0.266399980      0.230348259      0.864670694    
  0.268799990      0.232337162      0.864349604    
  0.271200001      0.234337449      0.864076138    
  0.273599982      0.236326903      0.863767982    
  0.275999993      0.238317773      0.863470197    
  0.278399974      0.240308762      0.863178074    
  0.280799985      0.242295504      0.862875760    
  0.283199996      0.244273677      0.862548292    
  0.285599977      0.246254370      0.862235248    
  0.287999988      0.248234093      0.861923993    
  0.290399998      0.250214547      0.861620367    
  0.292799979      0.252192408      0.861312926    
  0.295199990      0.254171193      0.861013532    
  0.297599971      0.256143838      0.860698462    
  0.299999982      0.258123964      0.860413253    
  0.302399993      0.260105461      0.860137105    
  0.304799974      0.262079328      0.859840393    
