  -2.50361681     -0.336579055      -2.50361681     -0.336579055    
   2.25480413       3.39274240      -4.64808989      -3.52117229    
 -0.526477337       4.51186228       3.10986972       4.12908983    
  0.492729008       2.08683848      -5.92772245      -5.43101549    
  -5.87435913      -5.34761238       4.41805315      -4.21042252    
  -2.50572348      -2.05422354       7.09636733E-02  -2.94880748    
  -6.40684128      -2.88998270      -1.51503897      -4.59190559    
   1.69395685       5.34034443       3.79354358      -3.36768293    
  -2.37789416     -0.408482164      -2.37789416     -0.408482164    
  -2.54815865      -2.18453407       6.12260675       6.39331770    
   2.75905991      -1.15064991      -2.16038609      0.755389929    
  -2.22030115      -5.23683977       4.27825689      -4.23448563    
  -1.60210824       1.66039622       3.68985128      -3.37747049    
   3.60230637       1.86795294       1.11103439       4.56912136    
   2.80030489      -1.03088427       4.83542871       5.39960670    
   2.51961708       5.14123821       1.21160972      0.781545758    
  -4.59443712      -2.24771857      0.995871305       2.30367684    
  -2.65141058       3.71986699      -2.73918104       2.61275458    
   5.58453894     -0.498924702       2.14688301       3.59247160    
 -0.669197798      -3.44731402      -4.44767618     -0.370448709    
  -4.58753490      0.985498190       3.64615870       3.27873278    
 -0.270578295      -1.77364779       2.16629887       3.65420580    
   1.06396151       4.28593683       6.27555323      0.398651063    
   5.57205868     -0.543497443      0.866934419      -2.68582773    
   2.75298452     -0.126221016      -4.79319763      -5.92652321    
  0.859309733      0.625413954      -6.08207178       2.23751783    
   6.54479551      -3.15376449       2.63635230      -1.62753351E-02
   1.53833294      -4.88767529      -1.04742479       1.76232672    
  -5.99633551       5.67067099      -3.37047267     -0.201873615    
  -5.45773029      0.407456905       5.99110889       6.35298777    
  -5.38541031      0.398055345       1.61403453       3.30631399    
  0.598300517      -3.42091727      -2.73359776      -3.94105124    
   3.56470990       3.35738039       2.27056742       2.06276655    
  -4.43024540      -2.12508059       3.58190680       1.81188726    
  -6.37969446      -6.86302423       6.22973824      0.240101010    
   1.53328824       3.22818637      -2.42502546      -2.44421744    
   2.78863573       5.43680042E-04   2.17916584       4.79775000    
   3.97179604      -3.47495866       4.68994808       2.30337214    
  -6.52917290       6.89582539       1.49296319       5.92731094    
  0.394929141      0.727441370       5.31967545      -1.86159647    
  -3.30331731      -6.72521591      -1.46519172       2.42007542    
  -1.85765612     -0.884797573      -1.75146985      0.864378214    
  0.128034547       3.65715957      -1.57251334       4.92720604    
  -2.78119373       3.68306303     -0.352651656      -1.96854234    
 -0.400599301      -3.25278282      0.976112664      -2.70068240    
   6.51398563      -3.26044464     -0.869419038       2.76464009    
   1.52371275      -4.90517235      0.667616904      -3.29145670    
   6.01333427       4.52393436      -1.69209003       2.03864789    
   2.73008823      -1.08911598      -1.59817529       2.13006401    
  -4.22515917      -2.40644360       2.69488096      -1.09941924    
 -0.582243741       4.48094606       4.11397076       2.27069974    
  -4.46397638       6.24618578       2.31130338      -4.77588797    
  -3.17488241       4.71890068      -6.47168398      -7.84858540E-02
   5.75248241      -3.20575333      -1.04792106      -4.67516232    
 -0.591509759       4.70134783       2.23942399       2.05394697    
   2.49826169       5.72964573       3.06945229     -0.713751554    
  -1.39976370      -2.32216668      -3.23124099      0.166361079    
  -1.58327782       4.98943281      -1.42452085       2.21677828    
  -3.15597963       4.80528879       3.65333533       3.01462555    
  0.719575286      -6.47572041      -6.02973270       5.11662817    
   3.82416415       1.58642364       2.34751272      0.563363194    
  -1.81627166     -0.518951416      -1.81627166     -0.518951416    
  -1.16670907     -0.915627301       4.99889803       5.66582966    
   4.06920052      -3.07484484       6.99793625      -3.46444941    
   5.68369102       3.00679636      -2.19155431      -3.86873031    
  0.672731698      -2.52603364      0.850372791       4.82517529    
  -3.22717214       4.52054977      -1.89446127      0.592796266    
  -2.52926183      -2.49799013      -2.52926183      -2.49799013    
   2.40345144       2.04569745       1.00832224      -1.13884699    
  -2.20637226      -5.32229614      -1.33315086       2.40213943    
   5.89710951       4.68747330       2.25400352       5.79705095    
  -1.31185794      -2.30299354       1.04646885      -1.28139913    
   3.81337714       2.99206138      0.151627198       5.24353123    
   1.20867193      -1.38459337       4.16883945      -5.25833178    
   5.54542923      -3.10141659      -5.79176283       5.42358255    
   3.82237101       1.57906103      -4.88091183       2.33797979    
  -1.34344959       2.20331025       3.74028730       6.28167248    
  -1.64995015      -4.03227711      -1.66641438       4.93066120    
  -1.27200961       2.03383493      0.701236308       4.66527605    
  -1.82122636       4.92228079       6.12607145      -3.29065156    
  -4.93057728      0.872578681      -6.76043892       2.04803371    
  -2.70073843      -2.63734651      -6.10150003       3.06448245    
  -1.26448572     -0.592645109      -5.27738905      -5.75390048E-02
   2.52816129      -5.23534012       1.20779800      -1.19341373    
  -6.63149357      -6.54453325       3.10843492     -0.892963648    
  -5.94262075       5.14025593      0.548600614      -2.28089142    
   3.98780727       1.58652103     -0.753579438       2.17847013    
   6.78379059      0.989538491      -4.12187147      0.262548089    
   5.67959738      -3.42168784      -5.87791586       5.14865780    
   1.39431560      0.349597275      -4.78030491      -4.53272772    
  -6.55326700      -1.84905589      -4.76176643      -4.48989534    
   6.29700518      -2.94141221       4.32017517      -3.35564303    
   1.12657320       5.01711035       3.95289707       3.53367686    
  -5.69878244      -5.77960348      -5.16618681      0.302083790    
   5.81894922      -3.37456179     -0.215705901       4.12049007    
  -6.59596109       2.04911089       1.61558640       3.11058021    
   6.49334908       1.19547248      0.139482901       6.35933161    
   1.59972000       3.67294145       3.67978311       2.30941224    
   2.35258484       5.46756983       5.82121181     -0.299146473    
  -4.99750710      -5.60062742      -3.12296581      -6.80269480    
