  0.781392574      0.623087049       1.99895930    
  -1.26941085      0.317961931      0.290241987    
 -0.640690744       2.08608627      -2.35475016    
   2.60619164     -0.486658365     -0.100222185    
  -1.06041765      -1.91803753      -2.03158736    
   2.40257192      -1.39540076      0.653287292    
  -1.42501402     -0.480201453      0.957524121    
  -1.13882756       1.77100456      -1.35551345    
   1.94774795     -0.338694543      -1.07264125    
  -2.72055793       2.56672168       1.19154263    
 -0.477930397       1.81477773       1.57495129    
 -0.513232350      -1.05993652      0.415915996    
  0.183844164       1.91796732       1.19687164    
  -2.68871546       7.99320862E-02   1.02684236    
   2.11749983      0.385963917       1.16151726    
  -1.57380235       1.69351876       2.74914145    
 -0.799210966      0.189802468      -1.69865286    
   1.70887208     -0.327816278      -2.69870806    
  0.766366780     -0.119490020      -1.04065478    
  -1.90827525      0.359017789       2.28847027    
 -0.395447105       1.39209080      0.516998768    
  0.287309289       1.83253896       2.80296755    
   2.61894774      0.788653076      -2.43223596    
  -2.25413227       1.12497783      0.915093362    
   2.85518336      -2.11681199       1.17295897    
  0.945723534     -0.534572840       2.24148273    
  -2.31668234      0.288956076      -1.76264036    
  -1.73228216      -2.95324278      -1.28999591    
   1.46995044       2.16727543      -1.69692612    
  -2.61056185      0.247744754      0.424488962    
  -1.88050115     -0.394711047       2.30462432    
   5.52980714E-02  -2.11735368      -1.55319214    
   2.00129628       1.25894403      -2.01056361    
 -0.798557401     -0.729989350       2.77002025    
  0.234225035      -2.49716330       1.23528779    
  -1.20990121      0.748144865      -1.94298279    
   1.93014038      -2.77145505     -0.678763926    
  0.586941540       2.25940013      -1.30337453    
  0.941444516      -1.43675840      -2.02606678    
   2.63186836       2.76430225      0.514888942    
  0.848126113      -1.52628517       2.96291018    
   2.09632087       2.44410253       1.45617223    
  -2.75647259       2.05806518     -0.188023046    
  0.916364908      -2.81429482       2.84265018    
   2.47671294       1.49142134     -0.791304469    
 -0.575174809       2.76355004       2.38376427    
   2.72682381       1.84213626       2.91739035    
 -0.741665602       2.28468466     -0.521974802    
  -2.92777872       1.46222365      -1.49683142    
   1.10701823      0.746059954      -2.36688423    
 -0.986113131      -1.01429534     -0.843264937    
  -1.59548974       2.12564802       1.13107467    
  0.213491440     -0.684702814     -0.326974690    
  -1.07529855     -0.864904404       1.71426713    
  0.820196271       2.82132196      0.992748976    
  -1.02364135      -2.85122252      -1.45336592    
  0.534657240       2.85419512      -2.05939150    
   1.57521522       1.28998804      0.260869682    
  -1.29916370       2.20004034      0.684393942    
  -2.43883181      -1.25622737      0.788552284    
   2.23340464       2.50029540      -3.43922190E-02
  -2.32807803       2.95572901       2.09738684    
   2.15360880      -2.17720294     -0.456851512    
  -1.83471704      0.247440577      -2.58314252    
  -2.57976127       2.76479268     -0.480400383    
   2.73372245       2.35394049      -2.38227201    
 -0.161722913       2.73461127      -1.19425786    
 -0.844423056      -2.18978310       1.92651641    
   2.88124345E-02   1.13320768      -2.25170636    
 -0.597678542       2.74955678      -2.37128067    
   1.70251715     -0.863567829       2.56123543    
  -1.03003871      0.754412293     -0.750288367    
  0.144140869      -5.64378649E-02   2.68788934    
   7.86551014E-02  0.760693014       1.49972546    
   2.21931529      -1.35380745      -1.87194002    
   1.59764087     -0.193255559      0.360955417    
  -2.96903634      0.351640284     -0.965356410    
 -0.925573707      -2.16895890       2.90850234    
  -1.96621013      -2.61286783       1.16145825    
  -2.34622478     -0.562363207      -2.63756061    
  -2.78228903      0.413267642       2.90127444    
  -1.56028271       2.44814444       2.09568763    
  0.130554229     -0.515664339      0.902914882    
   1.06872165      -2.63323736      -1.52758956    
   2.06119728       1.17758644       2.19360185    
 -0.665736139      0.307109684       1.69609940    
  -2.88243389      -1.03489423      -2.96017480    
   1.41638267       1.98162043       1.03860021    
   2.81755018     -0.828909755       1.97015846    
   2.69893169      -1.68112397       2.52621889    
   1.65251100       2.20012069      -2.63903832    
  0.678442955       2.56022835     -0.400048852    
   1.39562774       2.17410707     -0.633555353    
  0.270412534      -2.48057008       2.67508793    
   1.06342709      0.910647273       1.18526661    
  -1.48145688      -1.85211338E-02 -0.860754967    
  -2.93604541      -1.99665034     -0.624380231    
   1.68026948      -1.45743454       1.48908627    
  0.684242010       1.68564057      0.135610759    
   1.55885255      0.254712582     -0.678688288    
   1.33206916      -2.80534339       1.71606278    
 -0.503327847      -1.60077548     -0.580260634    
