   4.69875240       4.69875240    
   4.69875240       3.65458536    
   4.69875240       2.61041808    
   4.69875240       1.56625092    
   4.69875240      0.522083759    
   4.69875240     -0.522083402    
   4.69875240      -1.56625056    
   4.69875240      -2.61041784    
   4.69875240      -3.65458488    
   4.69875240      -4.69875193    
   3.65458536       4.69875240    
   3.65458536       3.65458536    
   3.65458536       2.61041808    
   3.65458536       1.56625092    
   3.65458536      0.522083759    
   3.65458536     -0.522083402    
   3.65458536      -1.56625056    
   3.65458536      -2.61041784    
   3.65458536      -3.65458488    
   3.65458536      -4.69875193    
   2.61041808       4.69875240    
   2.61041808       3.65458536    
   2.61041808       2.61041808    
   2.61041808       1.56625092    
   2.61041808      0.522083759    
   2.61041808     -0.522083402    
   2.61041808      -1.56625056    
   2.61041808      -2.61041784    
   2.61041808      -3.65458488    
   2.61041808      -4.69875193    
   1.56625092       4.69875240    
   1.56625092       3.65458536    
   1.56625092       2.61041808    
   1.56625092       1.56625092    
   1.56625092      0.522083759    
   1.56625092     -0.522083402    
   1.56625092      -1.56625056    
   1.56625092      -2.61041784    
   1.56625092      -3.65458488    
   1.56625092      -4.69875193    
  0.522083759       4.69875240    
  0.522083759       3.65458536    
  0.522083759       2.61041808    
  0.522083759       1.56625092    
  0.522083759      0.522083759    
  0.522083759     -0.522083402    
  0.522083759      -1.56625056    
  0.522083759      -2.61041784    
  0.522083759      -3.65458488    
  0.522083759      -4.69875193    
 -0.522083402       4.69875240    
 -0.522083402       3.65458536    
 -0.522083402       2.61041808    
 -0.522083402       1.56625092    
 -0.522083402      0.522083759    
 -0.522083402     -0.522083402    
 -0.522083402      -1.56625056    
 -0.522083402      -2.61041784    
 -0.522083402      -3.65458488    
 -0.522083402      -4.69875193    
  -1.56625056       4.69875240    
  -1.56625056       3.65458536    
  -1.56625056       2.61041808    
  -1.56625056       1.56625092    
  -1.56625056      0.522083759    
  -1.56625056     -0.522083402    
  -1.56625056      -1.56625056    
  -1.56625056      -2.61041784    
  -1.56625056      -3.65458488    
  -1.56625056      -4.69875193    
  -2.61041784       4.69875240    
  -2.61041784       3.65458536    
  -2.61041784       2.61041808    
  -2.61041784       1.56625092    
  -2.61041784      0.522083759    
  -2.61041784     -0.522083402    
  -2.61041784      -1.56625056    
  -2.61041784      -2.61041784    
  -2.61041784      -3.65458488    
  -2.61041784      -4.69875193    
  -3.65458488       4.69875240    
  -3.65458488       3.65458536    
  -3.65458488       2.61041808    
  -3.65458488       1.56625092    
  -3.65458488      0.522083759    
  -3.65458488     -0.522083402    
  -3.65458488      -1.56625056    
  -3.65458488      -2.61041784    
  -3.65458488      -3.65458488    
  -3.65458488      -4.69875193    
  -4.69875193       4.69875240    
  -4.69875193       3.65458536    
  -4.69875193       2.61041808    
  -4.69875193       1.56625092    
  -4.69875193      0.522083759    
  -4.69875193     -0.522083402    
  -4.69875193      -1.56625056    
  -4.69875193      -2.61041784    
  -4.69875193      -3.65458488    
  -4.69875193      -4.69875193    
