  -4.57437944       4.40774775    
   4.90695143       3.74300575    
   5.01836729       2.73509645    
   4.42205143       1.86035514    
   3.67242336       7.69826099E-02
   3.85381603      -1.43203974    
   4.14762402      -2.47628880    
   4.30704165      -3.53282809    
   4.82623816       4.76288366    
   3.86340666       4.04309559    
   3.02104878       3.45199394    
   3.15737581       2.40938139    
   3.99814248       3.04292345    
   3.37413573       1.13928759    
   2.71199894      0.373032123    
   2.91141105     -0.885733724    
   3.08853555      -2.16742110    
   3.30557299      -3.20204067    
   3.41734385      -4.22452831    
   4.63527012      -4.68316793    
   3.80465007       5.04900455    
   1.93110883       3.89764285    
   2.15869236       2.91041684    
   2.45645595       1.55686522    
   1.87044716     -0.443706870    
   2.12849092      -1.63150024    
   2.14726019      -2.68233728    
   1.41396260      -4.44883013    
   2.83880925       4.66181040    
   1.70260096       4.91451645    
  0.814151943       4.32612801    
   1.15950704       3.05142903    
   1.50776160       2.02897787    
  0.674700260       1.12643683    
   1.70880592      0.591447890    
  0.943409085     -0.936341763    
   1.14262962      -2.06905031    
   2.42698693      -3.72463775    
   2.53770208      -4.72598982    
  0.521185100      -5.03571844    
 -0.279902965       4.65324402    
  0.129225597       3.26952863    
  0.328781068       2.15113950    
 -0.310848624      0.483230352    
  0.644594073       3.67754921E-02
   7.34752044E-02  -1.73210442    
  -4.72346172E-02 -0.721605539    
   1.38094425      -3.34853983    
  0.321675092      -3.83196282    
 -0.624863505      -3.36605024    
 -0.825565457       3.76539230    
 -0.607223272       2.55793071    
 -0.425830573       1.49466527    
  -1.35800421      0.896527112    
  -1.04069102     -0.275322646    
  -1.85147500     -0.935100198    
 -0.897090197      -1.29375339    
  0.387139559      -2.73800373    
  -1.66013634      -3.11563969    
 -0.671145797      -4.46895266    
  -1.82470548       4.23087692    
  -1.55865300       3.08150172    
  -1.40227687       1.90693831    
  -2.27141666       1.30614984    
  -1.99392307       6.57899603E-02
  -3.00846744     -0.374605000    
  -2.72237349      -1.42747915    
  -1.67673647      -1.94686139    
 -0.751144409      -2.33913565    
  -1.88117909      -4.24100256    
  -1.36145568       5.12932920    
  -2.56795096       3.43522477    
  -2.33983707       2.30666161    
  -3.23974228       1.71308208    
  -3.10738254      0.666972458    
  -3.96848083       1.01707084E-02
  -3.83715653      -1.08113062    
  -3.50006056      -2.10294008    
  -3.24156165      -3.36064792    
  -2.53851604      -2.59633684    
  -2.54608679       5.10129213    
  -3.32426906       2.71153641    
  -4.15894699       2.14265823    
  -4.17132139       1.02997136    
  -4.99622202      0.445514500    
  -4.79203081     -0.663357973    
  -4.58576536      -1.98894918    
  -4.24270010      -3.06454587    
  -3.96588659      -4.06043243    
  -2.92525101      -4.31419086    
  -3.61033535      -5.15877724    
  -3.32082009       4.15518856    
  -4.49827099       3.18761468    
  -5.06371212       1.50774646    
   4.44396687      0.761287212    
   4.62196970     -0.339824796    
   4.93704796      -1.41952837    
   5.19289303      -2.78522658    
  -5.07378006      -3.84035683    
  -4.67233038      -4.81187248    
